Level,Business Unit,Campus Identifier,Years Employed,Does our company have a security team?,Does our company have a security team?,"Do you know who to contact in case you are hacked, lost customer data, or if your computer is infected? ","Do you know who to contact in case you are hacked, lost customer data, or if your computer is infected? ",Have you ever found a virus or Trojan on your computer at work?,Have you ever found a virus or Trojan on your computer at work?,Do you know how to tell if your computer is hacked or infected?,Do you know how to tell if your computer is hacked or infected?,Have you ever given out your work password to anyone?,Have you ever given out your work password to anyone?,"If you delete files from your computer or even format your hard drive, all the information is permanently lost. ","If you delete files from your computer or even format your hard drive, all the information is permanently lost. ",How secure do you feel your computer is?,How secure do you feel your computer is?,The responsibility of protecting our organization's devices or information rests solely with the security team.,The responsibility of protecting our organization's devices or information rests solely with the security team.,Is your computer or mobile device configured to be automatically updated?,Is your computer or mobile device configured to be automatically updated?,How careful are you when you open an attachment in an email?,How careful are you when you open an attachment in an email?,We receive insufficient training on how to protect our computers and organization information.,We receive insufficient training on how to protect our computers and organization information.,Do you know what an email or phishing scam is and how to identify one?,Do you know what an email or phishing scam is and how to identify one?,"Is anti-virus currently installed, updated, and enabled on your computer?","Is anti-virus currently installed, updated, and enabled on your computer?","My computer or information has no value to hackers, they do not target me.","My computer or information has no value to hackers, they do not target me.",Do we have any policies on which websites you can visit?,Do we have any policies on which websites you can visit?,Do we have policies on how you can and cannot use email?,Do we have policies on how you can and cannot use email?,Are Cloud services such as iCloud or Dropbox allowed in our organization or used to store organizational data?,Are Cloud services such as iCloud or Dropbox allowed in our organization or used to store organizational data?,"Can you use your own personal devices, such as your mobile phone, to store or transfer confidential company information?","Can you use your own personal devices, such as your mobile phone, to store or transfer confidential company information?",Have you downloaded and installed software for personal use on your computer at work?,Have you downloaded and installed software for personal use on your computer at work?,Has your manager or anyone else you know at work asked for your password?,Has your manager or anyone else you know at work asked for your password?,"Do you use the same passwords for your work accounts as you do for your personal accounts at home, such as Facebook, Twitter, iTunes, or your personal email accounts?","Do you use the same passwords for your work accounts as you do for your personal accounts at home, such as Facebook, Twitter, iTunes, or your personal email accounts?",How often do you copy data from the office and transfer it to your personal computer to work on at home?,How often do you copy data from the office and transfer it to your personal computer to work on at home?,"Have you logged into work accounts on public computers, such as computers from a library, cyber cafe, or hotel lobby?","Have you logged into work accounts on public computers, such as computers from a library, cyber cafe, or hotel lobby?","If you have anti-virus installed on your computer, then your computer cannot become infected as the anti-virus program will stop all viruses, worms, or Trojans. ","If you have anti-virus installed on your computer, then your computer cannot become infected as the anti-virus program will stop all viruses, worms, or Trojans. "
Individual Contributor,Capital,Canada,16,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Very Secure,3,Strongly Disagree,1,Yes,1,Extremely careful,1,Disagree,2,Yes,1,Yes,1,FALSE,1,"Yes, but not sure what they are",2,"Yes, but I do not know what they are",2,I don't know,2,I don't know,4,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Infrastructure,Southwest,2,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Secure,1,Disagree,2,No,5,Somewhat careful,3,Disagree,2,Yes,1,Yes,1,FALSE,1,Yes,1,Yes,1,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Management,Home,Canada,6,Yes,1,Yes,1,Yes,4,No,4,No,1,FALSE,1,Very Secure,3,Strongly Disagree,1,Yes,1,Somewhat careful,3,Disagree,2,Yes,1,Yes,1,FALSE,1,"Yes, but not sure what they are",2,Yes,1,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Management,Energy,Northeast,23,Yes,1,No,5,No,2,No,4,No,1,FALSE,1,Secure,1,Strongly Disagree,1,Yes,1,Extremely careful,1,I don't know,3,Yes,1,Yes,1,FALSE,1,"Yes, but not sure what they are",2,"Yes, but I do not know what they are",2,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Energy,Midwest,8,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Secure,1,Disagree,2,Yes,1,Extremely careful,1,Agree,4,Yes,1,I do not know how to tell,4,FALSE,1,"Yes, but not sure what they are",2,Yes,1,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Energy,Southwest,2,Yes,1,Yes,1,Yes,4,No,4,No,1,FALSE,1,Very Secure,3,Disagree,2,Yes,1,Somewhat careful,3,Disagree,2,Yes,1,Yes,1,FALSE,1,Yes,1,Yes,1,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Capital,Canada,13,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Secure,1,Strongly Disagree,1,Yes,1,Extremely careful,1,Agree,4,Yes,1,I do not know how to tell,4,FALSE,1,"Yes, but not sure what they are",2,"Yes, but I do not know what they are",2,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Management,Energy,Midwest,20,No,4,Yes,1,No,2,No,4,No,1,FALSE,1,Secure,1,Disagree,2,I don't know,3,Extremely careful,1,I don't know,3,Yes,1,Yes,1,FALSE,1,"Yes, but not sure what they are",2,Yes,1,No,1,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Capital,Midwest,18,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Very Secure,3,Strongly Disagree,1,Yes,1,Extremely careful,1,Disagree,2,No,5,Yes,1,FALSE,1,Yes,1,"Yes, but I do not know what they are",2,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Management,Energy,Midwest,25,I don't know,3,Yes,1,No,2,No,4,No,1,FALSE,1,Secure,1,Disagree,2,Yes,1,Extremely careful,1,Disagree,2,Yes,1,What is anti-virus?,5,FALSE,1,Yes,1,Yes,1,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Energy,Canada,5,I don't know,3,Yes,1,No,2,No,4,No,1,FALSE,1,Very Secure,3,Strongly Disagree,1,Yes,1,Somewhat careful,3,Agree,4,Yes,1,Yes,1,FALSE,1,Yes,1,Yes,1,No,1,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Capital,Midwest,28,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Very Secure,3,Disagree,2,Yes,1,Extremely careful,1,Disagree,2,No,5,Yes,1,FALSE,1,Yes,1,Yes,1,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Energy,Southwest,21,Yes,1,No,5,No,2,No,4,No,1,FALSE,1,Secure,1,Strongly Disagree,1,Yes,1,Extremely careful,1,Disagree,2,Yes,1,I do not know how to tell,4,FALSE,1,Yes,1,Yes,1,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Energy,Southwest,27,I don't know,3,Yes,1,No,2,No,4,No,1,FALSE,1,Secure,1,Strongly Disagree,1,I don't know,3,Somewhat careful,3,Agree,4,Yes,1,Yes,1,FALSE,1,Yes,1,Yes,1,No,1,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Capital,Southwest,5,Yes,1,Yes,1,Yes,4,Yes,1,No,1,FALSE,1,Secure,1,Disagree,2,Yes,1,Extremely careful,1,I don't know,3,Yes,1,Yes,1,FALSE,1,"Yes, but not sure what they are",2,Yes,1,I don't know,2,I don't know,4,No,1,No,1,No,1,Never,1,Yes,4,FALSE,1
Individual Contributor,Capital,Northeast,20,Yes,1,Yes,1,No,2,Yes,1,No,1,FALSE,1,Secure,1,Disagree,2,Yes,1,Somewhat careful,3,Agree,4,Yes,1,Yes,1,FALSE,1,Yes,1,Yes,1,Yes,4,No,1,No,1,No,1,No,1,Never,1,No,1,TRUE,5
Management,Capital,Midwest,29,Yes,1,No,5,No,2,No,4,No,1,FALSE,1,Secure,1,Disagree,2,Yes,1,Extremely careful,1,Disagree,2,Yes,1,Yes,1,FALSE,1,"Yes, but not sure what they are",2,"Yes, but I do not know what they are",2,I don't know,2,"Yes, if part of BYOD",2,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Capital,Northeast,18,I don't know,3,Yes,1,No,2,No,4,No,1,FALSE,1,Secure,1,I don't know,3,Yes,1,Somewhat careful,3,Agree,4,Yes,1,Yes,1,FALSE,1,Yes,1,"Yes, but I do not know what they are",2,No,1,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Capital,Canada,21,Yes,1,Yes,1,Yes,4,Yes,1,No,1,FALSE,1,Very Secure,3,Disagree,2,Yes,1,Extremely careful,1,Disagree,2,No,5,Yes,1,FALSE,1,Yes,1,Yes,1,Yes,4,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Capital,Northeast,17,Yes,1,No,5,No,2,No,4,No,1,FALSE,1,Secure,1,Disagree,2,Yes,1,Extremely careful,1,I don't know,3,Yes,1,Yes,1,FALSE,1,"Yes, but not sure what they are",2,"Yes, but I do not know what they are",2,No,1,"Yes, if part of BYOD",2,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Energy,Midwest,19,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Secure,1,Strongly Disagree,1,I don't know,3,Extremely careful,1,Disagree,2,Yes,1,What is anti-virus?,5,FALSE,1,"Yes, but not sure what they are",2,"Yes, but I do not know what they are",2,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Capital,Midwest,24,Yes,1,Yes,1,No,2,Yes,1,Yes,5,FALSE,1,Very Secure,3,Strongly Disagree,1,Yes,1,Somewhat careful,3,Disagree,2,Yes,1,Yes,1,FALSE,1,Yes,1,Yes,1,No,1,"Yes, if part of BYOD",2,No,1,Yes,4,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Energy,Southwest,2,I don't know,3,Yes,1,No,2,No,4,No,1,FALSE,1,Very Secure,3,Strongly Disagree,1,Yes,1,Extremely careful,1,I don't know,3,Yes,1,I do not know how to tell,4,FALSE,1,"Yes, but not sure what they are",2,Yes,1,No,1,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Management,Energy,Northeast,28,Yes,1,Yes,1,No,2,Yes,1,No,1,FALSE,1,Very Secure,3,Disagree,2,I don't know,3,Extremely careful,1,I don't know,3,No,5,Yes,1,FALSE,1,Yes,1,Yes,1,I don't know,2,"Yes, if part of BYOD",2,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Home,Midwest,11,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Not Secure,4,Strongly Disagree,1,Yes,1,Somewhat careful,3,Disagree,2,Yes,1,Yes,1,FALSE,1,Yes,1,Yes,1,I don't know,2,I don't know,4,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Energy,Canada,21,Yes,1,No,5,No,2,No,4,No,1,FALSE,1,Secure,1,Disagree,2,I don't know,3,Extremely careful,1,I don't know,3,Yes,1,Yes,1,FALSE,1,Yes,1,Yes,1,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Capital,Canada,20,I don't know,3,Yes,1,No,2,Yes,1,No,1,FALSE,1,Very Secure,3,Disagree,2,Yes,1,Somewhat careful,3,Agree,4,Yes,1,Yes,1,FALSE,1,"Yes, but not sure what they are",2,Yes,1,I don't know,2,No,1,No,1,No,1,No,1,Once per month,2,No,1,FALSE,1
Individual Contributor,Home,Southwest,22,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Very Secure,3,Agree,4,I don't know,3,Extremely careful,1,Disagree,2,Yes,1,Yes,1,FALSE,1,Yes,1,"Yes, but I do not know what they are",2,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Capital,Southwest,2,I don't know,3,Yes,1,No,2,Yes,1,No,1,FALSE,1,Very Secure,3,Disagree,2,Yes,1,Somewhat careful,3,Disagree,2,Yes,1,What is anti-virus?,5,FALSE,1,Yes,1,Yes,1,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Energy,Northeast,24,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Secure,1,Strongly Disagree,1,Yes,1,Somewhat careful,3,Disagree,2,No,5,Yes,1,FALSE,1,"Yes, but not sure what they are",2,"Yes, but I do not know what they are",2,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Energy,Canada,4,I don't know,3,Yes,1,No,2,No,4,No,1,FALSE,1,Secure,1,I don't know,3,Yes,1,Somewhat careful,3,Agree,4,Yes,1,Yes,1,FALSE,1,Yes,1,Yes,1,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Management,Energy,Southwest,6,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Very Secure,3,Strongly Disagree,1,Yes,1,Somewhat careful,3,Disagree,2,Yes,1,What is anti-virus?,5,FALSE,1,Yes,1,Yes,1,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Energy,Midwest,5,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Secure,1,Disagree,2,Yes,1,Somewhat careful,3,I don't know,3,Yes,1,Yes,1,FALSE,1,"Yes, but not sure what they are",2,Yes,1,I don't know,2,I don't know,4,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Management,Infrastructure,Canada,9,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Secure,1,Strongly Disagree,1,Yes,1,Somewhat careful,3,Agree,4,Yes,1,What is anti-virus?,5,FALSE,1,"Yes, but not sure what they are",2,Yes,1,No,1,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Home,Northeast,7,Yes,1,No,5,No,2,No,4,No,1,FALSE,1,Secure,1,Strongly Disagree,1,Yes,1,Extremely careful,1,Disagree,2,No,5,Yes,1,FALSE,1,"Yes, but not sure what they are",2,Yes,1,No,1,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Capital,Midwest,4,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Secure,1,Strongly Disagree,1,Yes,1,Somewhat careful,3,Agree,4,No,5,Yes,1,FALSE,1,Yes,1,Yes,1,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Energy,Canada,5,I don't know,3,No,5,No,2,No,4,No,1,FALSE,1,Secure,1,Strongly Disagree,1,Yes,1,Somewhat careful,3,Disagree,2,Yes,1,Yes,1,FALSE,1,"Yes, but not sure what they are",2,Yes,1,No,1,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Capital,Northeast,19,Yes,1,No,5,No,2,No,4,No,1,FALSE,1,Secure,1,Strongly Disagree,1,Yes,1,Extremely careful,1,Disagree,2,No,5,Yes,1,FALSE,1,Yes,1,Yes,1,No,1,"Yes, if part of BYOD",2,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Home,Midwest,5,I don't know,3,Yes,1,No,2,No,4,No,1,FALSE,1,Very Secure,3,Strongly Disagree,1,Yes,1,Somewhat careful,3,Strongly Disagree,1,Yes,1,I do not know how to tell,4,FALSE,1,Yes,1,Yes,1,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Energy,Northeast,17,Yes,1,No,5,No,2,No,4,No,1,FALSE,1,Very Secure,3,Strongly Disagree,1,Yes,1,Extremely careful,1,Agree,4,Yes,1,Yes,1,FALSE,1,Yes,1,Yes,1,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Home,Canada,8,I don't know,3,Yes,1,No,2,Yes,1,No,1,FALSE,1,Very Secure,3,I don't know,3,I don't know,3,Extremely careful,1,Disagree,2,Yes,1,What is anti-virus?,5,FALSE,1,Yes,1,Yes,1,No,1,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Energy,Canada,15,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Very Secure,3,Strongly Disagree,1,Yes,1,Somewhat careful,3,Disagree,2,No,5,Yes,1,FALSE,1,Yes,1,Yes,1,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Home,Southwest,8,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Secure,1,Disagree,2,I don't know,3,Somewhat careful,3,I don't know,3,Yes,1,Yes,1,FALSE,1,"Yes, but not sure what they are",2,"Yes, but I do not know what they are",2,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Energy,Southwest,28,I don't know,3,Yes,1,No,2,No,4,No,1,FALSE,1,Secure,1,Disagree,2,Yes,1,Extremely careful,1,I don't know,3,No,5,Yes,1,FALSE,1,Yes,1,Yes,1,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Energy,Northeast,11,I don't know,3,Yes,1,No,2,Yes,1,No,1,FALSE,1,Very Secure,3,Disagree,2,Yes,1,Extremely careful,1,Agree,4,Yes,1,Yes,1,FALSE,1,"Yes, but not sure what they are",2,Yes,1,No,1,"Yes, if part of BYOD",2,No,1,No,1,Yes,4,Never,1,No,1,FALSE,1
Individual Contributor,Capital,Midwest,24,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Secure,1,Strongly Disagree,1,Yes,1,Extremely careful,1,Agree,4,No,5,Yes,1,FALSE,1,"Yes, but not sure what they are",2,"Yes, but I do not know what they are",2,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Home,Midwest,25,Yes,1,Yes,1,No,2,Yes,1,No,1,TRUE,4,Secure,1,Disagree,2,Yes,1,Somewhat careful,3,Agree,4,Yes,1,Yes,1,FALSE,1,"Yes, but not sure what they are",2,"Yes, but I do not know what they are",2,I don't know,2,"Yes, if part of BYOD",2,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Energy,Midwest,21,I don't know,3,Yes,1,Yes,4,No,4,No,1,FALSE,1,Very Secure,3,Disagree,2,Yes,1,Extremely careful,1,Disagree,2,Yes,1,Yes,1,FALSE,1,"Yes, but not sure what they are",2,Yes,1,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Capital,Canada,10,Yes,1,No,5,No,2,Yes,1,No,1,FALSE,1,Secure,1,Disagree,2,Yes,1,Somewhat careful,3,I don't know,3,Yes,1,I do not know how to tell,4,FALSE,1,Yes,1,Yes,1,No,1,"Yes, if part of BYOD",2,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Home,Southwest,6,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Very Secure,3,Disagree,2,Yes,1,Somewhat careful,3,Disagree,2,Yes,1,I do not know how to tell,4,FALSE,1,Yes,1,Yes,1,I don't know,2,No,1,No,1,No,1,No,1,Once per month,2,No,1,FALSE,1
Management,Energy,Canada,24,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Very Secure,3,Strongly Disagree,1,No,5,Extremely careful,1,Agree,4,Yes,1,Yes,1,FALSE,1,"Yes, but not sure what they are",2,Yes,1,No,1,"Yes, if part of BYOD",2,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Capital,Southwest,20,Yes,1,No,5,No,2,No,4,No,1,FALSE,1,Secure,1,Disagree,2,Yes,1,Extremely careful,1,I don't know,3,Yes,1,I do not know how to tell,4,FALSE,1,"Yes, but not sure what they are",2,Yes,1,No,1,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Energy,Midwest,17,Yes,1,No,5,No,2,No,4,No,1,FALSE,1,Secure,1,Strongly Disagree,1,Yes,1,Somewhat careful,3,Agree,4,Yes,1,Yes,1,FALSE,1,"Yes, but not sure what they are",2,Yes,1,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Energy,Canada,25,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Secure,1,Strongly Disagree,1,I don't know,3,Somewhat careful,3,I don't know,3,Yes,1,Yes,1,FALSE,1,Yes,1,"Yes, but I do not know what they are",2,I don't know,2,I don't know,4,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Capital,Midwest,11,I don't know,3,No,5,No,2,No,4,No,1,FALSE,1,Secure,1,Agree,4,Yes,1,Extremely careful,1,Disagree,2,Yes,1,Yes,1,FALSE,1,Yes,1,Yes,1,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Capital,Southwest,25,I don't know,3,No,5,No,2,No,4,No,1,FALSE,1,Very Secure,3,Strongly Disagree,1,Yes,1,Extremely careful,1,Disagree,2,Yes,1,Yes,1,FALSE,1,"Yes, but not sure what they are",2,Yes,1,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Capital,Canada,16,Yes,1,No,5,Yes,4,Yes,1,No,1,FALSE,1,Secure,1,Disagree,2,Yes,1,Extremely careful,1,I don't know,3,Yes,1,Yes,1,FALSE,1,Yes,1,Yes,1,I don't know,2,Yes,5,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Management,Capital,Canada,29,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Secure,1,Strongly Disagree,1,Yes,1,Somewhat careful,3,Disagree,2,No,5,Yes,1,FALSE,1,"Yes, but not sure what they are",2,"Yes, but I do not know what they are",2,I don't know,2,"Yes, if part of BYOD",2,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Management,Energy,Southwest,12,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Secure,1,Strongly Disagree,1,Yes,1,Extremely careful,1,Disagree,2,No,5,What is anti-virus?,5,FALSE,1,Yes,1,"Yes, but I do not know what they are",2,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Capital,Midwest,4,I don't know,3,Yes,1,No,2,Yes,1,No,1,FALSE,1,Very Secure,3,Agree,4,I don't know,3,Extremely careful,1,Disagree,2,Yes,1,I do not know how to tell,4,FALSE,1,Yes,1,Yes,1,No,1,"Yes, if part of BYOD",2,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Management,Home,Northeast,23,I don't know,3,Yes,1,No,2,No,4,No,1,FALSE,1,Secure,1,Disagree,2,Yes,1,Somewhat careful,3,Disagree,2,Yes,1,I do not know how to tell,4,FALSE,1,Yes,1,Yes,1,I don't know,2,"Yes, if part of BYOD",2,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Management,Capital,Canada,13,Yes,1,No,5,No,2,No,4,No,1,FALSE,1,Secure,1,Disagree,2,Yes,1,Somewhat careful,3,I don't know,3,Yes,1,Yes,1,FALSE,1,"Yes, but not sure what they are",2,Yes,1,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Infrastructure,Midwest,27,Yes,1,No,5,No,2,No,4,No,1,FALSE,1,Secure,1,Disagree,2,Yes,1,Somewhat careful,3,Disagree,2,Yes,1,Yes,1,FALSE,1,"Yes, but not sure what they are",2,"Yes, but I do not know what they are",2,No,1,"Yes, if part of BYOD",2,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Management,Energy,Southwest,9,I don't know,3,Yes,1,No,2,No,4,No,1,FALSE,1,Very Secure,3,Strongly Disagree,1,Yes,1,Somewhat careful,3,I don't know,3,Yes,1,Yes,1,FALSE,1,Yes,1,"Yes, but I do not know what they are",2,I don't know,2,"Yes, if part of BYOD",2,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Energy,Midwest,3,I don't know,3,No,5,No,2,Yes,1,No,1,FALSE,1,Very Secure,3,Disagree,2,Yes,1,Somewhat careful,3,Agree,4,Yes,1,Yes,1,FALSE,1,Yes,1,Yes,1,No,1,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Energy,Northeast,28,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Secure,1,Strongly Disagree,1,I don't know,3,Somewhat careful,3,Disagree,2,No,5,Yes,1,FALSE,1,Yes,1,Yes,1,I don't know,2,No,1,No,1,No,1,No,1,Once per month,2,No,1,FALSE,1
Individual Contributor,Energy,Midwest,17,Yes,1,Yes,1,No,2,No,4,No,1,TRUE,4,Very Secure,3,Strongly Disagree,1,Yes,1,Extremely careful,1,Disagree,2,No,5,Yes,1,FALSE,1,Yes,1,Yes,1,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Home,Southwest,10,Yes,1,No,5,No,2,No,4,No,1,FALSE,1,Secure,1,Disagree,2,Yes,1,Extremely careful,1,Agree,4,Yes,1,Yes,1,FALSE,1,"Yes, but not sure what they are",2,"Yes, but I do not know what they are",2,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Capital,Northeast,15,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Very Secure,3,Strongly Disagree,1,Yes,1,Extremely careful,1,Disagree,2,Yes,1,Yes,1,FALSE,1,Yes,1,"Yes, but I do not know what they are",2,I don't know,2,No,1,No,1,No,1,No,1,Once per week,4,Yes,4,FALSE,1
Management,Energy,Southwest,15,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Secure,1,Strongly Disagree,1,Yes,1,Somewhat careful,3,Agree,4,Yes,1,Yes,1,FALSE,1,"Yes, but not sure what they are",2,"Yes, but I do not know what they are",2,I don't know,2,I don't know,4,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Energy,Northeast,6,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Very Secure,3,Disagree,2,Yes,1,Extremely careful,1,Agree,4,No,5,Yes,1,FALSE,1,Yes,1,Yes,1,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Management,Capital,Southwest,21,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Very Secure,3,Strongly Disagree,1,Yes,1,Somewhat careful,3,Agree,4,Yes,1,Yes,1,FALSE,1,"Yes, but not sure what they are",2,"Yes, but I do not know what they are",2,I don't know,2,"Yes, if part of BYOD",2,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Energy,Midwest,12,Yes,1,Yes,1,No,2,Yes,1,No,1,FALSE,1,Secure,1,Agree,4,Yes,1,Somewhat careful,3,Strongly Agree,5,No,5,Yes,1,FALSE,1,Yes,1,Yes,1,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Capital,Canada,25,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Secure,1,Disagree,2,Yes,1,Somewhat careful,3,I don't know,3,Yes,1,Yes,1,FALSE,1,"Yes, but not sure what they are",2,"Yes, but I do not know what they are",2,I don't know,2,I don't know,4,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Home,Midwest,1,Yes,1,Yes,1,No,2,No,4,No,1,FALSE,1,Secure,1,Disagree,2,Yes,1,Somewhat careful,3,Disagree,2,No,5,Yes,1,FALSE,1,"Yes, but not sure what they are",2,"Yes, but I do not know what they are",2,I don't know,2,No,1,No,1,No,1,No,1,Never,1,No,1,FALSE,1
Individual Contributor,Energy,Southwest,14,Yes,1,Yes,1,No,2,Yes,1,Yes,5,FALSE,1,Very Secure,3,Disagree,2,Yes,1,Extremely careful,1,Agree,4,Yes,1,Yes,1,FALSE,1,Yes,1,Yes,1,I don't know,2,No,1,No,1,No,1,No,1,Never,1,Yes,4,FALSE,1
